Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
2,Apartment,Apartment,"245,000",1081,Brussels,87,Installed,No,No,0,No,0,Yes,7,0,2,No,Unknown
2,Apartment,Apartment,"245,000",4000,Luik,110,Not installed,No,No,0,No,0,No,0,0,2,No,To be done up
1,Apartment,Apartment,"246,000",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
1,Apartment,Ground floor,"247,000",1180,Brussels,86,USA hyper equipped,No,No,0,No,0,Yes,13,0,2,No,As new
2,Apartment,Apartment,"249,000",1700,Vlaams-brabant,57,Installed,0,No,0,Yes,1500,No,0,0,4,No,As new
4,Apartment,Apartment,"250,000",1080,Brussels,120,Semi equipped,No,No,0,Yes,53,No,0,0,0,No,Just renovated
2,Apartment,Apartment,"250,000",6700,Luxemburg,101,Installed,No,No,0,No,0,No,0,0,4,No,Good
1,Apartment,Apartment,"252,000",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"252,200",1030,Brussels,97,Hyper equipped,0,No,0,No,0,Yes,8,0,0,No,Unknown
1,Apartment,Apartment,"255,000",1000,Brussels,68,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
4,Apartment,Duplex,"255,000",1070,Brussels,178,Semi equipped,No,No,0,No,0,Yes,2,0,2,No,To renovate
2,Apartment,Apartment,"255,000",1700,Vlaams-brabant,73,Installed,0,No,0,No,0,No,0,0,4,No,As new
1,Apartment,Apartment,"256,000",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"259,000",1180,Brussels,73,Installed,No,No,0,No,0,Yes,18,0,3,No,Good
2,Apartment,Ground floor,"259,000",4000,Luik,124,Installed,No,No,0,Yes,20,Yes,23,0,3,No,Good
2,Apartment,Duplex,"259,000",6700,Luxemburg,0,Installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"260,000",1000,Brussels,68,USA hyper equipped,Yes,No,0,No,0,Yes,1,0,2,No,Unknown
1,Apartment,Apartment,"262,000",1000,Brussels,76,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
3,Apartment,Duplex,"264,000",4000,Luik,185,0,No,No,0,No,0,No,0,0,4,No,As new
1,Apartment,Apartment,"265,000",1000,Brussels,76,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Apartment,"265,000",1030,Brussels,110,0,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"266,500",4500,Luik,107,Not installed,No,No,0,No,0,Yes,20,0,2,No,Unknown
2,Apartment,Apartment,"266,500",4500,Luik,107,Not installed,No,No,0,No,0,Yes,20,0,2,No,Unknown
2,Apartment,Apartment,"269,000",1180,Brussels,78,Installed,No,No,0,No,0,Yes,14,0,3,No,Good
3,Apartment,Apartment,"269,000",3200,Vlaams-brabant,94,Installed,No,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Penthouse,"269,000",6220,Henegouwen,117,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Loft,"269,000",6220,Henegouwen,117,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Studio,"269,000",6220,Henegouwen,117,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Apartment,"269,000",6220,Henegouwen,117,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Apartment,"269,000",8630,West-vlaanderen,98,Installed,No,No,0,No,0,Yes,6,0,0,No,Good
2,Apartment,Penthouse,"270,000",1080,Brussels,75,Semi equipped,No,No,0,No,0,Yes,45,0,2,No,Good
2,Apartment,Apartment,"275,000",1785,Vlaams-brabant,105,Hyper equipped,No,No,0,No,0,Yes,19,0,3,No,Good
2,Apartment,Apartment,"276,000",1030,Brussels,84,USA hyper equipped,No,No,0,No,0,Yes,14,0,2,No,As new
1,Apartment,Apartment,"277,600",1000,Brussels,68,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
3,Apartment,Ground floor,"279,000",1970,Vlaams-brabant,121,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
3,Apartment,Apartment,"281,000",7090,Henegouwen,132,Hyper equipped,No,No,0,No,0,Yes,28,0,3,No,As new
2,Apartment,Apartment,"285,000",1000,Brussels,94,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
1,Apartment,Apartment,"285,000",1050,Brussels,57,Hyper equipped,No,No,0,No,0,No,0,0,1,No,Just renovated
3,Apartment,Apartment,"285,000",1083,Brussels,105,USA installed,No,No,0,No,0,Yes,10,0,3,No,Unknown
2,Apartment,Duplex,"285,000",1200,Brussels,102,Not installed,No,No,0,No,0,No,0,0,2,No,To renovate
1,Apartment,Apartment,"285,000",1500,Vlaams-brabant,56,Installed,Yes,No,0,No,0,Yes,6,0,2,No,Good
1,Apartment,Apartment,"289,000",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Duplex,"289,000",1080,Brussels,93,Installed,0,No,0,No,0,Yes,16,0,4,No,As new
2,Apartment,Duplex,"289,000",1082,Brussels,93,Installed,0,No,0,No,0,Yes,16,0,4,No,As new
4,Apartment,Apartment,"289,000",2100,Antwerpen,254,0,No,No,0,No,0,Yes,11,0,0,No,To renovate
3,Apartment,Penthouse,"289,000",9200,Oost-vlaanderen,125,Installed,No,No,0,No,0,Yes,14,0,2,No,Unknown
2,Apartment,Duplex,"289,000",9700,Oost-vlaanderen,140,Installed,No,No,0,No,0,Yes,35,0,2,No,Unknown
2,Apartment,Apartment,"293,000",1000,Brussels,90,Hyper equipped,No,No,0,No,0,Yes,15,0,0,No,As new
2,Apartment,Apartment,"295,000",1150,Brussels,76,0,No,No,0,No,0,Yes,15,0,4,No,Unknown
2,Apartment,Apartment,"295,000",1300,Waals-brabant,97,USA hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
1,Apartment,Apartment,"297,000",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"299,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Apartment,"299,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
1,Apartment,Apartment,"303,600",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"307,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Apartment,"311,000",1000,Brussels,106,Hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
2,Apartment,Apartment,"312,000",1000,Brussels,92,Hyper equipped,No,No,0,No,0,Yes,22,0,0,No,As new
2,Apartment,Apartment,"315,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Apartment,"315,000",1000,Brussels,95,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Apartment,"315,000",1000,Brussels,95,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
3,Apartment,Duplex,"315,000",1700,Vlaams-brabant,105,Installed,0,No,0,Yes,1500,No,0,0,4,No,As new
3,Apartment,Apartment,"315,000",1932,Vlaams-brabant,100,Hyper equipped,No,No,0,No,0,Yes,8,0,2,No,To be done up
2,Apartment,Apartment,"317,000",1000,Brussels,92,Hyper equipped,No,No,0,No,0,Yes,13,0,0,No,As new
1,Apartment,Apartment,"317,200",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Duplex,"318,000",1700,Vlaams-brabant,119,Installed,0,No,0,Yes,1500,No,0,0,4,No,As new
2,Apartment,Duplex,"320,000",1700,Vlaams-brabant,116,Installed,0,No,0,Yes,1500,No,0,0,4,No,As new
2,Apartment,Apartment,"321,000",1000,Brussels,95,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Apartment,"323,000",1000,Brussels,92,Hyper equipped,No,No,0,No,0,Yes,13,0,0,No,As new
2,Apartment,Apartment,"323,000",1000,Brussels,92,Hyper equipped,No,No,0,No,0,Yes,13,0,0,No,As new
2,Apartment,Apartment,"325,000",1000,Brussels,95,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Apartment,"325,000",1060,Brussels,102,Not installed,No,No,0,Yes,66,Yes,10,0,2,No,To renovate
3,Apartment,Apartment,"325,000",8870,West-vlaanderen,236,0,No,No,0,No,0,No,0,0,3,No,Just renovated
3,Apartment,Apartment,"325,000",9040,Oost-vlaanderen,130,Installed,0,No,0,Yes,64,No,0,0,0,No,As new
2,Apartment,Apartment,"327,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Apartment,"329,000",1000,Brussels,95,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Penthouse,"330,000",1030,Brussels,93,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"330,000",1140,Brussels,119,Installed,No,No,0,No,0,Yes,11,0,2,No,To renovate
2,Apartment,Apartment,"334,000",1000,Brussels,104,Hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
3,Apartment,Apartment,"335,000",4000,Luik,131,USA installed,0,No,0,No,0,Yes,9,0,0,No,Good
2,Apartment,Apartment,"335,000",9052,Oost-vlaanderen,85,Installed,No,No,0,No,0,Yes,17,0,2,No,Unknown
2,Apartment,Apartment,"337,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
3,Apartment,Apartment,"340,000",4300,Luik,152,Installed,No,No,0,No,0,Yes,10,0,2,No,Unknown
2,Apartment,Apartment,"342,000",1000,Brussels,106,Hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
1,Apartment,Apartment,"347,400",1000,Brussels,75,Hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"349,800",1070,Brussels,95,USA hyper equipped,0,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Duplex,"350,000",1180,Brussels,120,Semi equipped,0,No,0,No,0,Yes,8,0,0,No,Good
3,Apartment,Duplex,Make,1400,Waals-brabant,130,USA installed,No,No,0,No,0,Yes,5,0,2,No,Just renovated
2,Apartment,Duplex,"350,000",1620,Vlaams-brabant,90,Hyper equipped,No,No,0,No,0,Yes,25,0,0,No,As new
2,Apartment,Apartment,"351,000",1000,Brussels,100,Hyper equipped,No,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Apartment,"352,000",1000,Brussels,106,Hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
2,Apartment,Apartment,"360,000",1300,Waals-brabant,110,USA hyper equipped,0,No,0,No,0,Yes,30,0,0,No,As new
2,Apartment,Apartment,"360,000",1970,Vlaams-brabant,100,0,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"370,000",1000,Brussels,97,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
3,Apartment,Apartment,"370,000",9000,Oost-vlaanderen,130,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,Make,1000,Brussels,86,Hyper equipped,No,No,0,No,0,Yes,6,0,0,No,As new
3,House,House,"375,000",2018,Antwerpen,211,Semi equipped,0,No,0,No,0,Yes,5,0,0,No,To renovate
2,Apartment,Apartment,"385,000",1000,Brussels,112,USA installed,0,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"390,000",1000,Brussels,94,Installed,No,No,0,No,0,Yes,14,0,4,No,Unknown
4,Apartment,Apartment,"390,000",1060,Brussels,198,Not installed,No,No,0,No,0,Yes,20,0,2,No,To renovate
2,Apartment,Apartment,"395,000",1000,Brussels,84,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"395,200",1000,Brussels,97,Hyper equipped,No,No,0,No,0,Yes,7,0,0,No,As new
3,Apartment,Apartment,"397,500",1030,Brussels,125,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"398,800",1000,Brussels,117,USA installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"399,000",1000,Brussels,159,Hyper equipped,Yes,No,0,No,0,No,0,0,2,No,Unknown
2,Apartment,Apartment,"415,000",3001,Vlaams-brabant,105,Installed,Yes,No,0,No,0,No,0,0,0,No,Good
3,Apartment,Apartment,"425,000",1160,Brussels,131,Installed,0,No,0,No,0,Yes,10,0,4,No,As new
2,Apartment,Apartment,"430,000",8300,West-vlaanderen,70,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"435,000",1050,Brussels,118,Hyper equipped,No,No,0,No,0,Yes,2,0,2,No,As new
3,Apartment,Apartment,"465,000",1332,Waals-brabant,189,USA hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
2,Apartment,Apartment,"515,000",1040,Brussels,112,Hyper equipped,0,No,0,No,0,Yes,15,0,0,No,As new
3,Apartment,Apartment,"538,000",9700,Oost-vlaanderen,141,0,0,No,0,No,0,Yes,6,0,3,No,As new
3,Apartment,Apartment,"560,000",4053,Luik,183,Installed,No,No,0,No,0,Yes,19,0,4,No,Unknown
3,House,Villa,"580,000",9840,Oost-vlaanderen,210,Installed,No,No,0,No,0,No,0,629,4,No,Good
2,Apartment,Apartment,"596,500",8300,West-vlaanderen,90,Hyper equipped,0,No,0,No,0,Yes,10,0,0,No,As new
6,Apartment,Apartment,"630,000",1000,Brussels,213,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Apartment,"655,000",1160,Brussels,140,USA hyper equipped,Yes,No,0,No,0,Yes,16,0,0,No,As new
2,Apartment,Ground floor,"657,000",1160,Brussels,114,USA hyper equipped,No,No,0,Yes,48,Yes,36,0,2,No,As new
3,Apartment,Apartment,"660,000",1000,Brussels,143,Hyper equipped,No,No,0,No,0,Yes,10,0,0,No,As new
4,Apartment,Apartment,"695,000",1050,Brussels,235,0,No,Yes,1,No,0,Yes,20,0,2,No,Unknown
2,Apartment,Apartment,"780,000",1050,Brussels,142,0,No,Yes,1,No,0,No,0,0,2,No,Just renovated
4,Apartment,Duplex,"795,000",1050,Brussels,206,Hyper equipped,No,Yes,1,Yes,250,Yes,55,0,3,No,Good
4,Apartment,Duplex,"950,000",1050,Brussels,230,Hyper equipped,No,No,0,Yes,60,Yes,10,0,2,No,As new
2,Apartment,Apartment,"990,000",8300,West-vlaanderen,54,Installed,No,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"1,150,000",8300,West-vlaanderen,200,Hyper equipped,0,No,0,No,0,Yes,10,0,0,No,As new
3,Apartment,Apartment,"1,290,000",1050,Brussels,290,Installed,No,Yes,1,No,0,Yes,6,0,2,No,Unknown
3,Apartment,Ground floor,"1,350,000",1180,Brussels,228,Hyper equipped,No,No,0,Yes,300,Yes,61,0,3,No,As new
3,Apartment,Ground floor,"1,350,000",1180,Brussels,228,Hyper equipped,No,No,0,Yes,300,Yes,61,0,3,No,As new
7,Apartment,Apartment block,"1,545,000",1070,Brussels,510,USA hyper equipped,No,No,0,Yes,18,Yes,29,110,2,No,As new
3,Apartment,Apartment,"1,795,000",8300,West-vlaanderen,105,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,Just renovated
4,Apartment,Apartment,"1,985,000",8300,West-vlaanderen,180,Hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"2,050,000",8300,West-vlaanderen,117,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
4,Apartment,Triplex,"2,200,000",8300,West-vlaanderen,214,Hyper equipped,0,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Duplex,"2,290,000",8301,West-vlaanderen,254,USA hyper equipped,Yes,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"2,750,000",8300,West-vlaanderen,137,0,No,No,0,No,0,Yes,11,0,3,No,As new
4,Apartment,Penthouse,"2,950,000",8300,West-vlaanderen,200,Hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
3,House,House,"343,000",2800,Antwerpen,127,Installed,No,No,0,Yes,54,No,0,139,2,No,Good
3,House,House,"239,000",9600,Oost-vlaanderen,160,Installed,No,No,0,No,0,No,0,407,2,No,Unknown
5,House,House,"1,700,000",1180,Brussels,400,0,No,Yes,1,Yes,900,No,0,1025,4,No,Good
3,House,House,"189,000",4100,Luik,95,Installed,No,No,0,Yes,50,Yes,20,123,2,No,Just renovated
5,House,House,Make,6043,Henegouwen,258,USA installed,No,No,0,Yes,1123,Yes,60,1231,4,No,As new
1,Apartment,Apartment,"169,000",0,Unknown,50,Semi equipped,No,No,0,No,0,Yes,1,0,2,No,To be done up
2,Apartment,Apartment,"180,000",0,Unknown,88,Installed,0,No,0,No,0,Yes,13,0,2,No,Good
2,Apartment,Duplex,"185,000",6220,Henegouwen,85,USA semi equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Apartment,"165,000",0,Unknown,74,Semi equipped,No,No,0,No,0,Yes,2,0,2,No,To renovate
1,Apartment,Apartment,"169,000",8400,West-vlaanderen,77,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,"172,000",4540,Luik,84,Installed,No,No,0,No,0,No,0,0,3,No,Unknown
1,Apartment,Apartment,"176,000",2400,Antwerpen,74,USA hyper equipped,No,No,0,No,0,Yes,9,0,4,No,Unknown
1,Apartment,Apartment,"179,000",2400,Antwerpen,76,USA hyper equipped,No,No,0,No,0,Yes,8,0,4,No,Unknown
2,Apartment,Apartment,"187,500",4540,Luik,92,Installed,No,No,0,No,0,No,0,0,2,No,Unknown
2,Apartment,Apartment,"190,000",0,Unknown,85,Not installed,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Ground floor,"194,999",8670,West-vlaanderen,76,Installed,No,No,0,No,0,Yes,6,0,1,No,Good
1,Apartment,Apartment,"214,000",9402,Oost-vlaanderen,83,Hyper equipped,0,No,0,No,0,Yes,6,0,0,No,As new
2,Apartment,Apartment,"227,000",2400,Antwerpen,96,USA hyper equipped,No,No,0,No,0,Yes,9,0,4,No,Unknown
2,Apartment,Apartment,"228,000",2400,Antwerpen,95,USA hyper equipped,No,No,0,No,0,Yes,9,0,4,No,Unknown
3,Apartment,Apartment,"269,000",0,Unknown,95,USA hyper equipped,0,No,0,No,0,Yes,8,0,2,No,As new
2,Apartment,Apartment,"269,000",2610,Antwerpen,90,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Penthouse,"282,000",1435,Waals-brabant,88,USA installed,No,No,0,No,0,Yes,9,0,0,No,Unknown
3,Apartment,Penthouse,"289,000",4100,Luik,124,Hyper equipped,No,No,0,No,0,Yes,28,0,0,No,As new
2,Apartment,Apartment,"317,000",1435,Waals-brabant,84,USA installed,No,No,0,Yes,305,Yes,71,0,0,No,Unknown
2,Apartment,Penthouse,"318,000",1435,Waals-brabant,87,USA installed,No,No,0,No,0,Yes,28,0,0,No,Unknown
3,Apartment,Apartment,"345,000",6700,Luxemburg,109,Not installed,No,No,0,No,0,Yes,8,0,0,No,As new
2,Apartment,Penthouse,"369,000",1435,Waals-brabant,114,USA installed,No,No,0,No,0,Yes,25,0,0,No,Unknown
2,Apartment,Apartment,"410,000",8670,West-vlaanderen,87,Installed,No,No,0,No,0,Yes,72,0,2,No,As new
3,Apartment,Apartment,"470,000",1200,Brussels,113,USA hyper equipped,No,No,0,Yes,12,Yes,70,0,0,No,As new
2,Apartment,Ground floor,"620,000",1933,Vlaams-brabant,140,Hyper equipped,No,No,0,No,0,Yes,18,0,2,No,As new
4,Apartment,Penthouse,"745,000",1000,Brussels,193,Hyper equipped,No,No,0,No,0,Yes,12,0,0,No,As new
4,Apartment,Apartment,"895,000",1180,Brussels,200,Hyper equipped,No,No,0,Yes,415,Yes,35,0,4,No,Good
3,Apartment,Ground floor,"936,000",1160,Brussels,146,Hyper equipped,No,No,0,Yes,278,Yes,96,0,0,No,As new
3,Apartment,Ground floor,"995,000",1933,Vlaams-brabant,189,Hyper equipped,No,No,0,Yes,151,Yes,18,0,2,No,As new
3,Apartment,Ground floor,"1,095,000",1933,Vlaams-brabant,169,Hyper equipped,No,No,0,Yes,137,Yes,22,0,2,No,As new
4,Apartment,Ground floor,"1,295,000",1933,Vlaams-brabant,195,Hyper equipped,No,No,0,Yes,205,Yes,21,0,2,No,As new
3,Apartment,Penthouse,"1,390,000",1160,Brussels,210,Hyper equipped,No,No,0,No,0,Yes,190,0,0,No,As new
2,Apartment,Apartment,"1,537,000",1050,Brussels,160,Hyper equipped,No,No,0,No,0,Yes,91,0,0,No,As new
3,Apartment,Apartment,"1,839,000",1050,Brussels,203,Hyper equipped,No,No,0,No,0,Yes,76,0,0,No,As new
3,Apartment,Penthouse,"1,900,000",1050,Brussels,285,USA hyper equipped,No,No,0,No,0,Yes,59,0,0,No,As new
3,Apartment,Apartment,"1,950,000",1050,Brussels,211,Hyper equipped,No,No,0,No,0,Yes,111,0,0,No,As new
3,Apartment,Apartment,"3,297,000",1050,Brussels,305,Hyper equipped,No,No,0,No,0,Yes,166,0,0,No,As new
3,Apartment,Apartment,"3,324,000",1050,Brussels,308,Hyper equipped,No,No,0,No,0,Yes,161,0,0,No,As new
6,House,Villa,"998,000",1410,Waals-brabant,350,Hyper equipped,No,No,0,Yes,450,No,0,718,4,No,As new
6,House,House,"1,425,000",1150,Brussels,380,USA installed,0,No,0,Yes,650,Yes,50,800,4,No,Good
5,House,Villa,"2,850,000",1640,Vlaams-brabant,400,Installed,0,No,0,No,0,No,0,2490,4,Yes,As new
2,Apartment,Apartment,"175,000",4540,Luik,93,0,0,No,0,Yes,239,Yes,14,0,0,No,As new
2,House,House,Make,4460,Luik,0,Not installed,No,No,0,Yes,180,No,0,230,2,No,To renovate
3,House,House,"125,000",6600,Luxemburg,0,Semi equipped,No,No,0,No,0,No,0,110,0,No,To renovate
3,House,House,"127,000",2880,Antwerpen,80,Semi equipped,No,Yes,1,No,0,No,0,85,3,No,To renovate
2,House,House,"143,000",8434,West-vlaanderen,70,Hyper equipped,No,No,0,No,0,No,0,30,2,No,Just renovated
2,House,House,"149,000",4050,Luik,70,Installed,No,No,0,No,0,No,0,64,3,No,To be done up
2,House,House,"231,376",9600,Oost-vlaanderen,96,Installed,No,No,0,No,0,Yes,17,113,2,No,Good
3,House,House,"285,000",2660,Antwerpen,165,0,No,No,0,Yes,155,No,0,240,0,No,As new
4,House,House,"295,000",1320,Waals-brabant,210,0,No,No,0,No,0,No,0,1529,4,No,To renovate
3,House,House,"297,000",9320,Oost-vlaanderen,198,Semi equipped,No,No,0,Yes,200,Yes,40,811,0,No,To renovate
3,House,House,"299,900",9600,Oost-vlaanderen,146,Installed,No,No,0,No,0,No,0,350,3,No,Good
3,House,House,Make,1620,Vlaams-brabant,150,Hyper equipped,No,No,0,Yes,100,Yes,24,0,2,No,Good
3,House,House,"325,000",5030,Namen,164,Not installed,Yes,No,0,Yes,350,No,0,650,3,No,Good
3,House,House,"335,000",9940,Oost-vlaanderen,175,Installed,No,No,0,No,0,Yes,50,353,3,No,Good
4,House,House,"349,000",4500,Luik,198,Installed,No,No,0,No,0,No,0,518,3,No,Good
5,House,House,"349,000",6690,Luxemburg,486,Installed,0,No,0,No,0,No,0,1056,4,No,Good
8,House,Mansion,"385,000",4800,Luik,700,Semi equipped,0,No,0,Yes,780,No,0,997,3,No,As new
3,House,House,"425,000",1400,Waals-brabant,176,Hyper equipped,No,Yes,1,Yes,500,Yes,40,735,4,No,As new
4,House,Villa,"450,000",3400,Vlaams-brabant,166,Installed,No,Yes,1,No,0,No,0,1215,4,No,Good
4,House,House,"450,000",3700,Limburg,175,Installed,No,Yes,1,Yes,1400,Yes,50,2175,4,No,Good
4,House,House,"475,000",3202,Vlaams-brabant,348,Installed,No,No,0,No,0,No,0,1149,4,No,Good
3,House,House,"485,000",1850,Vlaams-brabant,212,Semi equipped,No,No,0,Yes,75,Yes,11,200,2,No,To renovate
4,House,House,"499,900",1320,Waals-brabant,200,USA hyper equipped,No,No,0,No,0,No,0,1492,4,No,As new
3,Apartment,Apartment block,"500,000",1030,Brussels,216,Hyper equipped,No,No,0,Yes,20,Yes,13,0,2,No,Good
3,House,House,"560,000",1800,Vlaams-brabant,173,Semi equipped,No,No,0,No,0,No,0,1455,4,No,To renovate
4,House,Exceptional property,Make,1140,Brussels,215,USA hyper equipped,0,No,0,Yes,80,Yes,15,182,2,No,As new
5,House,Mixed-use building,"675,000",3110,Vlaams-brabant,376,0,No,Yes,1,Yes,1000,Yes,25,1761,0,Yes,Good
5,House,Villa,"675,000",3110,Vlaams-brabant,376,0,No,Yes,1,Yes,1000,Yes,25,1761,0,Yes,Good
8,House,House,"695,000",1190,Brussels,390,Not installed,0,No,0,No,0,No,0,295,2,No,To be done up
3,House,Villa,"699,000",1750,Vlaams-brabant,250,Hyper equipped,No,Yes,1,No,0,No,0,1110,4,No,Good
5,House,House,"700,000",1040,Brussels,240,Installed,No,No,0,No,0,Yes,14,240,2,No,Good
4,House,House,"750,000",1030,Brussels,259,0,No,No,0,Yes,76,No,0,169,2,No,To be done up
4,House,Mansion,"759,000",1060,Brussels,247,Installed,No,No,0,No,0,Yes,13,0,2,No,To be done up
5,House,Exceptional property,"1,095,000",1380,Waals-brabant,400,Installed,No,No,0,Yes,1560,Yes,40,1600,4,No,Good
12,Apartment,Apartment block,"1,180,000",3798,Limburg,720,Installed,No,No,0,Yes,200,No,0,1247,4,No,Good
5,House,Villa,"1,295,000",2530,Antwerpen,326,Installed,No,No,0,No,0,No,0,21325,0,Yes,Good
3,House,House,"328,000",8520,West-vlaanderen,142,Installed,No,No,0,Yes,50,Yes,23,175,3,No,As new
4,House,House,"495,000",9850,Oost-vlaanderen,198,Installed,No,No,0,No,0,No,0,357,3,No,Unknown
